frame_idx,track_id,class_id,class_name,confidence,x1,y1,x2,y2,world_x,world_y,world_z
0,1,0,person,0.8988288640975952,3.5880126953125,0.0,502.9324951171875,479.0829772949219,,,
0,2,0,person,0.5897378325462341,529.153076171875,262.7176208496094,639.485107421875,479.2221984863281,,,
0,3,62,tv,0.2978849709033966,572.83056640625,186.12765502929688,639.86083984375,268.6702575683594,,,
1,1,0,person,0.9060849547386169,3.0760461139334723,-0.008877798889557198,504.0495947552072,478.7630951878757,,,
1,2,0,person,0.6167107224464417,528.9949433035343,263.2842242226409,639.7545291282185,479.1114332546101,,,
1,3,62,tv,0.29992085695266724,573.0366153150089,185.9391275328294,639.7469446668817,267.87432494299975,,,
2,1,0,person,0.9081348776817322,3.9777324706799106,0.013376959971452607,501.11102591444,478.98487463589277,,,
2,2,0,person,0.6303068399429321,528.8147328889169,263.9278488699516,639.7915320543754,479.15950662132855,,,
3,1,0,person,0.9058743715286255,4.228896105815323,0.013032908441260815,500.5912441425745,479.08276741929126,,,
3,2,0,person,0.6625133752822876,528.9233837777487,262.4882135202807,639.5815135011834,479.1204135009311,,,
3,3,62,tv,0.34139275550842285,573.1264358587638,186.3334326468268,639.63156643989,268.87588443336136,,,
4,1,0,person,0.9108412861824036,2.8836561488362236,0.011120580414569758,501.5986663953625,479.21584116197226,,,
4,2,0,person,0.7544174790382385,528.7990265263174,261.3564903689951,639.4842024998679,479.1749822443692,,,
5,1,0,person,0.8264400959014893,3.8046935918512474,0.023069180059621885,499.2594653881272,479.63721390179984,,,
5,2,0,person,0.5294844508171082,528.0106982334773,262.0589380991752,639.3912471828285,479.53253157717995,,,
5,4,67,cell phone,0.258968323469162,597.2431640625,226.7225341796875,614.24951171875,263.16754150390625,,,
6,1,0,person,0.9033289551734924,-1.477578586658268,0.1754935044255035,442.92439605429774,479.4561062999858,,,
6,2,0,person,0.7500258684158325,526.3476409628852,259.95685214208396,639.2898258723776,479.206323988361,,,
6,4,67,cell phone,0.3790624141693115,597.4574428804073,226.7144782840938,614.1566175617023,263.426290768229,,,
6,5,0,person,0.43985649943351746,526.7301635742188,53.52093505859375,639.7661743164062,479.73956298828125,,,
7,1,0,person,0.8831823468208313,3.061482483444024,0.5208610105205196,411.5268201069171,479.2689385709915,,,
7,2,0,person,0.7070363163948059,525.4762286936476,258.20876577243826,639.3282026291985,479.0039647591283,,,
7,3,62,tv,0.31297996640205383,571.6969129517545,186.3728254773313,639.6942406612877,268.6769286081037,,,
7,4,67,cell phone,0.27354946732521057,597.8845314941783,226.41107876321962,614.2098844893584,262.90878142696215,,,
7,5,0,person,0.3869676887989044,526.1894766004498,53.3610207623515,639.7630955753764,479.7437991091052,,,
8,1,0,person,0.8849788904190063,7.94796127399826,0.24575918497089333,399.39477762834673,479.4421386646829,,,
8,2,0,person,0.7654618620872498,525.1095305666638,257.3594205051596,639.4025760501468,479.03964878398517,,,
8,3,62,tv,0.25056207180023193,571.785666795985,185.89958496548027,639.7373995708858,270.0201178955208,,,
8,5,0,person,0.39786991477012634,526.1194698135354,54.91438100948301,639.7820164466578,479.94260200631527,,,
8,6,67,cell phone,0.30212947726249695,276.80108642578125,2.48504638671875,314.23126220703125,66.62409210205078,,,
9,1,0,person,0.9029960036277771,8.728107355538612,0.08353098654620794,397.58487642210935,479.64729359458784,,,
9,2,0,person,0.7548006772994995,525.004913568657,257.29209477949576,639.4545438882519,479.1841356412532,,,
9,5,0,person,0.4463050663471222,526.4196280433723,52.65288012185911,639.8024623708138,479.87246361741506,,,
